30,5962,3.0,1040659215
575,2392,1.0,1018057262
602,475,5.0,842357534
407,2467,4.0,1095353364
630,3948,3.0,1443808804
402,5481,3.5,1443394520
624,3101,3.0,1019142324
54,1333,2.0,1352836775
624,6996,1.5,1074423673
468,72011,3.0,1296198059
544,48738,4.5,1442495877
226,3301,2.5,1243762172
73,1255,4.5,1378180019
23,7104,2.0,1148729032
28,899,5.0,938944744
268,54997,4.0,1314889688
454,593,4.0,1463382464
496,11,4.0,837017766
94,6874,3.5,1291779659
387,3548,4.0,974670100
564,2392,1.0,974838491
346,4166,5.0,1159124704
486,8949,4.0,1464123358
78,8622,5.0,1327289219
15,92507,2.5,1338698152
505,1203,3.0,1340408530
275,79091,4.5,1381961103
18,849,4.0,856007587
32,317,3.0,834828168
255,3545,4.0,1236984412
457,2291,3.0,1471387169
599,4069,3.5,1344133741
15,47610,1.5,1245382906
346,4687,1.0,1044648999
433,1200,4.5,1417930634
647,2111,3.0,947293361
627,2707,4.0,1201377891
500,58347,4.5,1228920687
128,3176,3.0,1049683249
598,3238,2.0,1008570538
48,48414,3.0,1339447153
105,1499,2.0,1085580294
471,1333,3.5,1239656616
317,165,4.0,847633433
303,920,4.5,1299489940
306,380,5.0,939716694
547,2617,2.0,1076809795
162,648,3.0,852792058
576,1196,4.0,1005426383
423,6001,5.0,1356029422
472,155,3.0,974245114
505,919,3.5,1340405687
15,3892,1.0,1039243705
664,3006,4.0,1343762067
57,1035,5.0,907765600
425,1200,3.5,1112537786
169,3793,5.0,1234228796
78,2336,5.0,1274046041
528,1407,3.0,1143757723
199,2329,3.0,1246110925
232,2241,4.0,955091826
240,3624,2.5,1098943431
453,3578,3.0,994622751
193,3543,3.0,971215849
15,8622,3.5,1163876408
582,1073,3.0,1122170714
541,1193,4.0,976829587
407,6440,4.5,1057181578
545,2145,5.0,938567095
408,2363,5.0,933107313
563,89840,3.5,1378591475
505,3578,3.0,1340409109
199,8371,3.0,1242943352
219,2502,5.0,974474607
120,2003,3.0,1125350356
39,70,5.0,832523201
346,608,1.0,1159128938
555,1041,5.0,857379617
367,3753,3.0,967059959
93,1784,3.5,1304992334
85,420,1.0,837512433
256,6,3.0,851862273
17,5388,4.0,1127473818
518,3039,4.0,945363835
212,2918,4.5,1218404054
384,2404,3.0,1153762485
247,3438,4.0,953100836
500,2078,3.5,1229098985
294,8360,4.5,1086722919
590,367,3.0,848677525
73,56367,3.5,1255502960
270,94466,5.0,1469278482
391,1673,3.0,891534410
618,50,5.0,1009556335
48,73321,3.0,1319745660
406,4993,5.0,1447951509
299,5608,4.5,1344427176
564,628,5.0,974841904
409,268,4.0,828213115
119,1201,4.0,913232601
15,5617,3.5,1222576379
352,31658,4.0,1420521419
63,1059,4.0,1076324042
431,4014,4.5,1165546657
547,43635,4.0,1245858761
371,81591,3.5,1462743386
311,2067,3.5,1094585663
475,5621,0.5,1447778365
547,1487,2.5,1119491588
353,2797,3.0,1157498643
613,272,3.0,1208297635
460,1219,4.0,1072837023
254,373,3.0,845157988
587,25805,4.0,1284473819
30,1390,3.0,945278359
575,1265,2.0,1012593334
407,3578,3.0,962645789
211,1527,4.0,1460810432
547,40583,4.0,1213604530
457,903,4.0,1471383421
18,805,4.0,856007147
580,1252,4.0,1155616461
187,3535,3.5,1233459015
571,4718,2.5,1334343476
213,74545,2.5,1462644086
468,1095,3.5,1296198556
73,1479,2.5,1255609223
561,5785,3.0,1172696525
472,5092,4.0,1014277458
518,1489,3.0,945362389
531,4973,4.5,1244062793
621,2770,4.5,1116475994
139,1240,4.0,1066861175
201,8836,3.0,1110497762
388,5669,4.0,1061482686
111,50,4.0,1097432297
149,81834,4.0,1436920710
350,4967,5.0,1026761849
187,2329,5.0,1228072229
339,84844,4.5,1446663663
414,4623,2.0,1039390240
312,1183,2.0,959934704
214,1233,4.0,978128748
278,541,4.0,984561062
148,5945,4.5,1059507529
353,2460,1.0,1113474577
596,5902,3.5,1138729659
632,59315,5.0,1264547506
648,39183,4.0,1145743924
320,30793,3.5,1460752024
389,160,3.0,829492316
255,1084,5.0,1236983576
125,2628,0.5,1244537537
643,2959,5.0,1372518483
358,3528,2.0,957479743
442,765,3.0,1227917320
483,6333,0.5,1465387491
160,3844,5.0,974257950
633,588,3.0,848518247
607,1405,3.5,1118248134
15,8781,0.5,1416119915
71,3098,4.0,974659023
311,647,4.0,898096076
552,296,5.0,843322508
461,592,3.0,1090907922
97,3033,3.5,1460342705
201,2420,3.0,1110498317
69,3791,4.0,1348153799
201,1653,4.0,1110498253
384,45880,3.0,1164578843
34,1298,3.0,973748443
408,1584,4.0,933035559
547,56152,4.0,1198643704
119,1955,3.0,952582353
624,923,4.5,1459083402
306,1088,4.0,939760516
300,1391,4.0,1108043999
658,1358,5.0,941488953
174,48,4.5,1109621256
547,8360,3.5,1252767700
169,8368,3.0,1234228925
509,2583,3.0,939327805
222,3723,4.0,960920392
578,5014,3.0,1418984950
89,107,4.0,1257610324
15,6783,2.0,1082220258
105,1727,3.0,1088059037
624,117107,2.5,1448310216
110,480,5.0,840100475
574,374,2.0,1232809349
130,2000,3.0,1140723797
313,5299,3.0,1101034215
212,5055,2.5,1228798654
124,34405,2.5,1147862196
516,13,3.0,844688688
309,3147,4.0,1114565494
306,1544,2.0,956082396
509,8798,3.5,1095360991
313,1917,4.0,1105355121
527,2355,0.5,1281234001
126,531,3.0,833287311
55,608,3.0,855926988
30,1785,4.0,986008828
518,2119,3.0,945367279
427,8011,4.0,1110945174
