230,1884,5.0,1424847168
346,3479,4.0,1044651990
547,8752,4.0,1189643388
582,661,2.5,1122169851
102,3163,4.0,956590956
664,51540,4.5,1343835475
130,1214,4.5,1138997786
285,3688,2.0,965092573
664,78088,3.5,1344436005
369,432,3.0,847465664
9,2140,4.0,938629747
209,2395,2.0,1265780160
461,6016,3.5,1093225088
232,2863,5.0,955090127
213,6264,1.5,1462639800
213,1961,2.5,1462637738
233,17,5.0,854481605
23,2132,4.0,1148729968
311,160,0.5,1062015864
251,6377,4.5,1476623300
275,293,5.0,1345335285
93,2657,3.0,1304992753
461,4973,4.5,1090908107
380,94953,2.0,1389026524
23,1035,2.5,1148728784
350,1291,5.0,1008865251
624,105197,4.5,1413740600
247,2881,3.0,953101252
157,45499,3.0,1293016163
245,3996,2.0,1011317334
529,4211,3.0,1351225495
394,2000,4.0,1298379945
558,3911,5.0,992358451
358,3524,5.0,957479605
72,122920,3.0,1461778586
287,80463,4.5,1469161990
665,2421,3.0,999572161
341,1960,3.5,1240055565
304,260,3.0,1352655620
111,5349,4.0,1097430966
419,342,4.5,1110049577
175,2028,1.0,1052835797
72,1036,3.0,1461784428
212,1918,2.5,1218408312
18,788,3.0,856007075
5,440,4.0,1163374477
15,1836,2.0,1469330727
311,2991,3.5,1076969205
287,82173,2.5,1475258204
73,3255,2.5,1255500852
609,390,5.0,1029870367
212,46976,4.0,1218405411
262,6395,3.0,1433901443
89,49272,4.0,1257620285
95,2713,3.0,1018815904
508,350,3.0,844376276
527,25788,3.5,1281232951
641,46,4.0,835844739
426,53125,4.5,1310374239
400,150,4.0,840205051
564,830,4.0,974837418
187,1485,3.5,1230417226
133,2324,4.0,1416151832
105,1846,4.0,1101115552
150,2640,2.5,1116309195
598,3552,5.0,1008571449
648,4816,3.5,1185137669
624,101895,4.0,1409509515
559,1198,5.0,903144323
654,6373,4.0,1145393870
530,313,2.0,882388845
654,6936,4.5,1145394696
468,8011,3.0,1296194546
547,39941,4.0,1252767615
479,89864,5.0,1410192476
382,91886,4.0,1371780647
353,37380,2.5,1143549554
457,370,2.5,1471385199
154,62,3.0,850917310
262,4914,3.5,1433899722
559,494,4.0,903144987
148,1097,5.0,1059604303
642,549,4.0,881526337
580,527,4.0,1155485728
460,3489,3.5,1072838359
195,2139,3.0,975748444
570,1213,2.0,1475784311
652,3914,5.0,1439586299
434,1665,3.0,889302091
294,5305,3.5,1062621868
306,2846,4.0,948835623
15,590,3.0,1093028142
481,1527,4.0,1437107001
528,111,3.5,1141605268
175,95,4.0,1052836094
185,1253,4.0,1003523544
380,80363,3.5,1325191937
468,7309,4.0,1296192395
262,53435,2.0,1434026570
547,5505,2.0,1052159293
185,914,4.0,1019787199
414,4081,1.0,1039390196
624,637,2.0,1019128616
30,5745,4.0,1033879938
176,8360,3.5,1341056045
15,2759,1.0,1033344752
547,25788,3.0,1187478886
496,544,4.0,843218338
220,593,4.0,970498143
102,2248,4.0,956599117
358,1077,5.0,957480047
247,2640,4.0,953189081
624,78041,1.5,1310215995
41,2858,4.5,1093889955
294,3247,4.0,1062619308
461,246,4.0,1090907261
119,1080,4.0,913681190
96,912,5.0,1223256587
311,3104,4.5,1077051965
587,2788,3.5,1111103448
105,1299,4.0,1101115984
495,597,3.0,846384319
151,10,5.0,847296716
91,2382,2.5,1448814268
387,1945,5.0,974670478
547,3872,5.0,974777566
587,296,3.5,1111347136
188,1028,4.0,841065032
118,1219,5.0,951009349
468,5995,4.0,1296196536
388,6215,4.0,1056842759
17,2594,5.0,1127470875
152,10,1.5,1335948177
212,588,3.0,1218407218
430,4993,3.5,1111489157
461,3155,2.0,1090909180
149,89904,5.0,1436920020
236,2066,4.5,1109968058
451,3969,1.0,979330296
379,2808,1.5,1378179891
489,924,4.0,944960048
605,3074,3.0,980195780
623,5952,5.0,1225255925
49,592,2.0,978039693
655,6539,5.0,1470070445
213,6155,3.0,1462638133
564,2140,4.0,974713872
73,4728,1.5,1255608222
268,85881,3.5,1314910832
159,3098,4.0,1183518519
640,36,5.0,860950972
151,329,5.0,847296686
199,57368,3.5,1242942789
378,68073,4.5,1443294941
505,260,4.0,1340405126
36,223,5.0,847057223
664,4776,4.5,1343746361
457,91529,0.5,1471383574
353,356,3.5,1112268672
569,909,5.0,965069244
494,7502,4.5,1342748375
649,288,5.0,834424768
529,33166,2.0,1343954145
30,5938,4.0,1038203534
5,6377,4.0,1163373626
63,1105,0.5,1076324074
654,4022,3.5,1145392216
430,2571,4.0,1111488994
574,3863,2.5,1232815503
285,1885,3.0,965092032
15,2427,3.0,1040205754
262,59727,2.5,1434028856
452,3317,5.0,976419241
564,1976,4.0,974709821
471,44301,4.0,1239657402
433,1387,4.0,1417930719
176,94864,3.0,1340720332
214,2716,4.0,978417916
624,2571,2.0,1162753923
547,2565,3.0,974777662
509,1620,3.0,940016257
232,948,2.0,955093709
41,1127,3.5,1093887255
99,1022,3.0,938588290
53,2396,4.0,955192739
307,4011,4.5,1209040116
584,648,3.5,1276156701
23,2617,3.5,1166728248
70,76,4.0,853954729
534,2770,3.0,973377218
561,4973,3.5,1172696175
357,203,4.0,832768899
452,2416,1.0,976422483
268,1240,4.5,1314894258
200,87522,4.5,1437933225
257,8484,3.5,1338009082
396,1027,3.0,841743199
73,1356,3.5,1437103984
547,1810,4.0,986694981
199,88405,3.5,1317045456
382,4993,4.0,1375389423
599,62912,4.5,1344134903
266,62,4.0,840452291
380,327,1.0,949368459
584,65514,4.0,1271762731
665,337,2.0,1010197483
367,4814,4.0,1008350748
370,168,3.0,1096512066
488,1136,4.5,1308944558
320,3147,3.5,1424366522
48,37729,3.0,1333324895
428,46578,4.0,1304133965
529,2291,3.0,959966045
299,8923,4.5,1344180412
388,70,3.0,946520908
544,5010,5.0,1442496124
292,223,4.0,1140049989
382,150,3.0,1371773058
169,63859,5.0,1234227768
77,3702,4.0,1163265859
30,647,5.0,945276778
15,8645,2.0,1120210020
330,246,5.0,948577543
195,589,3.0,975416970
386,3893,3.0,1047028666
102,2345,3.0,957894126
384,4011,4.0,1153155218
303,1196,4.0,1299446858
15,5218,1.0,1033344044
654,1126,3.5,1145394342
220,3253,4.0,970595601
491,2758,4.0,940795870
452,6873,3.5,1151811495
491,2722,2.0,940795108
408,2161,4.0,933035241
212,5679,3.5,1260704173
382,4963,3.0,1371826049
213,54276,3.0,1462636940
571,4865,4.0,1334342502
285,1199,5.0,965088445
515,4019,5.0,1285890749
341,2890,5.0,1240055418
101,2716,3.5,1292402688
295,2918,4.0,1112544811
150,3617,4.5,1114307106
534,736,5.0,973374815
14,3751,4.0,976244205
596,1090,3.5,1138660310
196,3649,4.0,959223183
665,380,3.0,993346471
446,87232,5.0,1436621036
37,1246,5.0,981304357
105,4643,2.5,1088058223
599,2144,5.0,1329893907
179,86377,4.0,1436670050
642,906,3.0,881526314
427,69481,4.0,1250894296
93,357,3.5,1304992467
466,2405,4.0,945836657
15,1405,3.0,1052897043
416,466,3.0,841446959
446,8368,5.0,1436621055
547,7063,2.0,1199220474
624,49530,3.0,1205618429
548,348,4.0,857406644
73,4370,2.5,1255609063
218,410,3.5,1163106580
472,5810,3.0,1037746889
330,1428,5.0,948731410
387,933,4.0,974670100
649,32,4.0,834424836
407,1860,5.0,962646994
102,3519,4.0,957980758
38,3677,5.0,1389723727
500,62718,4.5,1228977508
2,552,3.0,835355860
328,3516,2.5,1147997797
115,1089,3.5,1107034454
15,82,5.0,1044220302
654,2881,3.5,1145392906
550,153,1.0,943372786
105,539,3.0,1085574395
641,802,4.0,855980932
381,1485,3.0,1018646488
87,1210,3.0,858623299
196,3620,2.0,959223363
128,1031,5.0,1049690439
290,7254,5.0,1445337237
59,2329,4.0,1144756386
624,4226,4.0,1026978102
130,260,4.5,1138997369
461,1590,2.0,1090908567
321,562,3.0,939401033
57,2161,3.0,907764470
73,2746,3.0,1259325836
