587,39183,5.0,1148222225
510,428,4.0,946891865
30,3505,4.0,954815298
176,296,4.0,1368312442
426,3977,3.5,1214634738
263,4223,3.0,1117842519
534,81,2.0,973377456
475,64983,3.0,1447327978
8,2716,3.5,1154464944
130,3578,3.5,1138999373
164,10,4.0,1182287578
23,1931,4.0,1148669541
232,2816,2.0,955086078
205,7153,3.5,1442886842
73,3897,4.0,1255859036
468,2949,3.0,1296198296
624,124859,2.0,1448298599
564,1517,2.0,974832744
627,367,1.0,1201389458
159,1911,1.0,1183518395
439,3981,1.0,1041114564
77,2916,3.5,1163125878
185,1253,4.0,1003523544
306,345,4.0,939718181
177,288,3.0,907381132
452,3263,3.0,976422347
491,2356,2.0,940797183
588,253,2.0,842298158
582,2746,4.0,1122170014
533,388,2.0,965318456
255,7153,5.0,1237063870
481,50872,4.5,1437002386
402,69757,4.5,1443394558
547,1090,4.0,974810188
400,587,3.0,840205237
105,2023,3.0,1086094963
514,1289,5.0,853894333
624,5293,3.0,1083488090
624,2060,4.0,1019128577
580,735,3.0,1165292010
547,537,3.5,1076810727
472,3342,4.0,1162244493
268,5952,4.5,1314894301
165,338,2.0,1111982333
452,3581,3.5,1151811331
450,1298,5.0,1475737120
137,541,4.0,946412480
15,628,2.5,1093070326
350,1017,4.0,1026761540
290,3755,4.0,1389785682
213,6593,1.5,1462638313
23,2648,4.5,1148671324
30,6234,3.0,1048704049
509,2915,3.0,942931167
42,5952,4.5,1473258214
475,102716,3.0,1447255905
647,621,4.0,947292304
461,3114,3.5,1091958752
91,4306,4.5,1448798338
67,151,5.0,854714367
448,5952,4.0,1444761818
254,172,2.0,845159616
157,2162,2.5,1291598407
213,48774,2.0,1462637655
607,150,4.0,1113319685
344,1275,3.0,850725179
514,1191,3.0,853896342
482,2780,4.0,949292236
496,494,5.0,834598629
358,2724,2.0,957479006
547,2762,4.0,981314171
121,11,4.0,833058545
56,21,2.0,1470350794
547,8727,1.5,1199219845
298,1198,4.0,1446576627
352,72998,3.5,1420521140
620,87485,3.5,1455531760
99,3298,2.0,953399961
342,1580,4.0,945124578
547,3989,4.5,1183860154
396,497,5.0,839252831
4,2903,1.0,949896309
19,904,5.0,855191430
73,1544,3.0,1256030207
358,3552,4.0,957794665
342,1278,5.0,945123390
102,2987,3.0,956600083
387,3379,3.0,974670529
509,3618,4.0,978761971
561,1968,4.0,1172695785
236,3739,5.0,1109968072
368,541,5.0,962592009
624,4732,1.5,1053362146
596,2671,3.5,1138658615
379,2324,4.0,1378180111
133,5816,4.0,1416151667
559,719,4.0,883675991
306,1172,4.0,939760436
359,2384,4.0,1339226902
664,92420,3.5,1343763258
265,3260,2.0,960060146
564,3439,1.0,974839579
574,2717,4.0,1232817428
15,112370,3.5,1416120171
457,44191,3.0,1471383494
344,543,4.0,850726798
159,3037,4.0,1183519404
95,1983,3.0,1019023517
452,1948,4.0,989112161
144,150,3.0,837455152
311,6562,3.5,1062100605
561,4734,3.0,1172696121
605,1221,4.0,980177975
240,3176,3.5,1100891566
472,919,5.0,939072776
220,2529,2.0,971390114
212,588,3.0,1218407218
473,88163,5.0,1425668726
26,1196,3.5,1360088053
505,2407,2.5,1340414187
355,1645,4.0,1130106915
15,1653,3.0,1052896685
665,4091,4.0,992920944
28,913,4.0,938943150
380,3624,4.0,960827657
574,6548,3.0,1232914987
176,8981,1.5,1340746374
306,37,3.0,941546415
21,1221,3.0,853850905
189,608,5.0,968094734
380,80917,3.0,1299351034
13,93363,3.0,1331379985
585,1240,5.0,975365500
303,1214,3.0,1299594152
628,29,4.0,1357725108
73,2605,2.0,1256030461
160,1968,4.0,974257362
647,1249,5.0,947292654
468,661,3.5,1296197346
602,21,2.0,842358017
564,1499,2.0,974839341
17,2067,4.5,1127470656
82,253,5.0,835973445
195,2366,5.0,975417022
306,224,4.0,939718243
626,1983,4.0,974778174
43,110,5.0,974767808
468,8600,4.0,1296190976
400,410,3.0,840205170
423,1129,4.0,1353689957
406,1196,3.5,1447951460
125,474,5.0,1269735100
275,33794,5.0,1345335262
396,249,3.0,838629725
547,955,5.0,974780009
621,1032,4.5,1116476833
